qid	pid
multi-hop-031:first	d000171
multi-hop-031:second	d000374
multi-hop-032:first	d000172
multi-hop-032:first	d000173
multi-hop-032:second	d000375
multi-hop-032:second	d000376
multi-hop-032:second	d000377
multi-hop-032:second	d000378
multi-hop-032:second	d000379
multi-hop-032:second	d000380
multi-hop-032:second	d000381
multi-hop-032:second	d000382
multi-hop-032:second	d000383
multi-hop-032:second	d000384
multi-hop-033:first	d000174
multi-hop-033:first	d000175
multi-hop-033:first	d000176
multi-hop-033:first	d000177
multi-hop-033:first	d000178
multi-hop-033:first	d000179
multi-hop-033:first	d000180
multi-hop-033:second	d000385
multi-hop-034:first	d000181
multi-hop-034:first	d000182
multi-hop-034:second	d000386
multi-hop-034:second	d000387
multi-hop-034:second	d000388
multi-hop-034:second	d000389
multi-hop-035:first	d000183
multi-hop-035:first	d000184
multi-hop-035:first	d000185
multi-hop-035:first	d000186
multi-hop-035:second	d000390
multi-hop-035:second	d000391
multi-hop-035:second	d000392
multi-hop-035:second	d000393
multi-hop-035:second	d000394
multi-hop-035:second	d000395
multi-hop-035:second	d000396
multi-hop-035:second	d000397
multi-hop-035:second	d000398
multi-hop-035:second	d000399
multi-hop-035:second	d000400
multi-hop-035:second	d000401
multi-hop-035:second	d000402
multi-hop-035:second	d000403
multi-hop-035:second	d000404
multi-hop-035:second	d000405
multi-hop-035:second	d000406
multi-hop-035:second	d000407
multi-hop-035:second	d000408
multi-hop-035:second	d000409
multi-hop-035:second	d000410
multi-hop-035:second	d000411
multi-hop-035:second	d000412
multi-hop-036:first	d000187
multi-hop-036:second	d000413
multi-hop-036:second	d000414
multi-hop-036:second	d000415
multi-hop-036:second	d000416
multi-hop-036:second	d000417
multi-hop-037:first	d000188
multi-hop-037:first	d000189
multi-hop-037:second	d000418
multi-hop-037:second	d000419
multi-hop-037:second	d000420
multi-hop-037:second	d000421
multi-hop-037:second	d000422
multi-hop-037:second	d000423
multi-hop-037:second	d000424
multi-hop-037:second	d000425
multi-hop-037:second	d000426
multi-hop-037:second	d000427
multi-hop-037:second	d000428
multi-hop-037:second	d000429
multi-hop-038:first	d000190
multi-hop-038:first	d000191
multi-hop-038:second	d000430
multi-hop-038:second	d000431
multi-hop-039:first	d000192
multi-hop-039:first	d000193
multi-hop-039:first	d000194
multi-hop-039:first	d000195
multi-hop-039:first	d000196
multi-hop-039:first	d000197
multi-hop-039:first	d000198
multi-hop-039:first	d000199
multi-hop-039:first	d000200
multi-hop-039:first	d000201
multi-hop-039:second	d000432
multi-hop-039:second	d000433
multi-hop-039:second	d000434
multi-hop-039:second	d000435
multi-hop-040:first	d000202
multi-hop-040:second	d000436
multi-hop-040:second	d000437
multi-hop-040:second	d000438
multi-hop-041:first	d000203
multi-hop-041:first	d000204
multi-hop-041:first	d000205
multi-hop-041:first	d000206
multi-hop-041:second	d000439
multi-hop-041:second	d000440
multi-hop-041:second	d000441
multi-hop-041:second	d000442
multi-hop-041:second	d000443
multi-hop-041:second	d000444
multi-hop-041:second	d000445
multi-hop-041:second	d000446
multi-hop-041:second	d000447
multi-hop-041:second	d000448
multi-hop-041:second	d000449
multi-hop-041:second	d000450
multi-hop-041:second	d000451
multi-hop-041:second	d000452
multi-hop-041:second	d000453
multi-hop-041:second	d000454
multi-hop-042:first	d000207
multi-hop-042:first	d000208
multi-hop-042:second	d000455
multi-hop-042:second	d000456
multi-hop-042:second	d000457
multi-hop-043:first	d000209
multi-hop-043:second	d000458
multi-hop-043:second	d000459
multi-hop-043:second	d000460
multi-hop-043:second	d000461
multi-hop-043:second	d000462
multi-hop-043:second	d000463
multi-hop-043:second	d000464
multi-hop-043:second	d000465
multi-hop-043:second	d000466
multi-hop-043:second	d000467
multi-hop-043:second	d000468
multi-hop-043:second	d000469
multi-hop-044:first	d000210
multi-hop-044:first	d000211
multi-hop-044:first	d000212
multi-hop-044:first	d000213
multi-hop-044:first	d000214
multi-hop-044:second	d000470
multi-hop-044:second	d000471
multi-hop-045:first	d000215
multi-hop-045:first	d000216
multi-hop-045:second	d000472
multi-hop-045:second	d000473
multi-hop-046:first	d000217
multi-hop-046:second	d000474
multi-hop-046:second	d000475
multi-hop-046:second	d000476
multi-hop-046:second	d000477
multi-hop-046:second	d000478
multi-hop-046:second	d000479
multi-hop-047:first	d000218
multi-hop-047:first	d000219
multi-hop-047:first	d000220
multi-hop-047:second	d000480
multi-hop-047:second	d000481
multi-hop-047:second	d000482
multi-hop-047:second	d000483
multi-hop-047:second	d000484
multi-hop-047:second	d000485
multi-hop-047:second	d000486
multi-hop-048:first	d000221
multi-hop-048:first	d000222
multi-hop-048:first	d000223
multi-hop-048:second	d000487
multi-hop-048:second	d000488
multi-hop-048:second	d000489
multi-hop-048:second	d000490
multi-hop-048:second	d000491
multi-hop-049:first	d000224
multi-hop-049:second	d000492
multi-hop-049:second	d000493
multi-hop-049:second	d000494
multi-hop-050:first	d000225
multi-hop-050:first	d000226
multi-hop-050:first	d000227
multi-hop-050:first	d000228
multi-hop-050:first	d000229
multi-hop-050:first	d000230
multi-hop-050:first	d000231
multi-hop-050:second	d000495
multi-hop-050:second	d000496
multi-hop-050:second	d000497
multi-hop-051:first	d000232
multi-hop-051:first	d000233
multi-hop-051:first	d000234
multi-hop-051:first	d000235
multi-hop-051:first	d000236
multi-hop-051:first	d000237
multi-hop-051:first	d000238
multi-hop-051:first	d000239
multi-hop-051:first	d000240
multi-hop-051:first	d000241
multi-hop-051:first	d000242
multi-hop-051:first	d000243
multi-hop-051:first	d000244
multi-hop-051:first	d000245
multi-hop-051:first	d000246
multi-hop-051:first	d000247
multi-hop-051:second	d000000
multi-hop-051:second	d000001
multi-hop-051:second	d000002
multi-hop-052:first	d000248
multi-hop-052:first	d000249
multi-hop-052:first	d000250
multi-hop-052:second	d000003
multi-hop-052:second	d000004
multi-hop-052:second	d000005
multi-hop-053:first	d000251
multi-hop-053:first	d000252
multi-hop-053:first	d000253
multi-hop-053:first	d000254
multi-hop-053:first	d000255
multi-hop-053:first	d000256
multi-hop-053:first	d000257
multi-hop-053:first	d000258
multi-hop-053:first	d000259
multi-hop-053:first	d000260
multi-hop-053:first	d000261
multi-hop-053:second	d000006
multi-hop-053:second	d000007
multi-hop-053:second	d000008
multi-hop-053:second	d000009
multi-hop-053:second	d000010
multi-hop-053:second	d000011
multi-hop-053:second	d000012
multi-hop-054:first	d000262
multi-hop-054:first	d000263
multi-hop-054:second	d000013
multi-hop-054:second	d000014
multi-hop-054:second	d000015
multi-hop-054:second	d000016
multi-hop-055:first	d000264
multi-hop-055:first	d000265
multi-hop-055:second	d000017
multi-hop-055:second	d000018
multi-hop-055:second	d000019
multi-hop-055:second	d000020
multi-hop-055:second	d000021
multi-hop-055:second	d000022
multi-hop-055:second	d000023
multi-hop-055:second	d000024
multi-hop-055:second	d000025
multi-hop-055:second	d000026
multi-hop-055:second	d000027
multi-hop-055:second	d000028
multi-hop-055:second	d000029
multi-hop-055:second	d000030
multi-hop-055:second	d000031
multi-hop-055:second	d000032
multi-hop-055:second	d000033
multi-hop-055:second	d000034
multi-hop-056:first	d000266
multi-hop-056:first	d000267
multi-hop-056:second	d000035
multi-hop-056:second	d000036
multi-hop-056:second	d000037
multi-hop-056:second	d000038
multi-hop-057:first	d000268
multi-hop-057:first	d000269
multi-hop-057:first	d000270
multi-hop-057:first	d000271
multi-hop-057:second	d000039
multi-hop-057:second	d000040
multi-hop-057:second	d000041
multi-hop-057:second	d000042
multi-hop-057:second	d000043
multi-hop-057:second	d000044
multi-hop-057:second	d000045
multi-hop-057:second	d000046
multi-hop-058:first	d000272
multi-hop-058:first	d000273
multi-hop-058:second	d000047
multi-hop-058:second	d000048
multi-hop-058:second	d000049
multi-hop-058:second	d000050
multi-hop-058:second	d000051
multi-hop-058:second	d000052
multi-hop-058:second	d000053
multi-hop-058:second	d000054
multi-hop-058:second	d000055
multi-hop-058:second	d000056
multi-hop-059:first	d000274
multi-hop-059:second	d000057
multi-hop-059:second	d000058
multi-hop-059:second	d000059
multi-hop-059:second	d000060
multi-hop-059:second	d000061
multi-hop-059:second	d000062
multi-hop-059:second	d000063
multi-hop-059:second	d000064
multi-hop-059:second	d000065
multi-hop-059:second	d000066
multi-hop-060:first	d000275
multi-hop-060:first	d000276
multi-hop-060:second	d000067
multi-hop-060:second	d000068
multi-hop-060:second	d000069
multi-hop-060:second	d000070
multi-hop-060:second	d000071
multi-hop-061:first	d000277
multi-hop-061:first	d000278
multi-hop-061:first	d000279
multi-hop-061:first	d000280
multi-hop-061:first	d000281
multi-hop-061:second	d000072
multi-hop-061:second	d000073
multi-hop-061:second	d000074
multi-hop-062:first	d000282
multi-hop-062:first	d000283
multi-hop-062:second	d000075
multi-hop-062:second	d000076
multi-hop-062:second	d000077
multi-hop-063:first	d000284
multi-hop-063:first	d000285
multi-hop-063:first	d000286
multi-hop-063:first	d000287
multi-hop-063:first	d000288
multi-hop-063:first	d000289
multi-hop-063:first	d000290
multi-hop-063:second	d000078
multi-hop-063:second	d000079
multi-hop-063:second	d000080
multi-hop-064:first	d000291
multi-hop-064:first	d000292
multi-hop-064:first	d000293
multi-hop-064:first	d000294
multi-hop-064:first	d000295
multi-hop-064:second	d000081
multi-hop-064:second	d000082
multi-hop-064:second	d000083
multi-hop-064:second	d000084
multi-hop-064:second	d000085
multi-hop-064:second	d000086
multi-hop-064:second	d000087
multi-hop-065:first	d000296
multi-hop-065:first	d000297
multi-hop-065:first	d000298
multi-hop-065:first	d000299
multi-hop-065:first	d000300
multi-hop-065:first	d000301
multi-hop-065:first	d000302
multi-hop-065:first	d000303
multi-hop-065:first	d000304
multi-hop-065:second	d000088
multi-hop-066:first	d000305
multi-hop-066:second	d000089
multi-hop-067:first	d000306
multi-hop-067:first	d000307
multi-hop-067:first	d000308
multi-hop-067:first	d000309
multi-hop-067:second	d000090
multi-hop-067:second	d000091
multi-hop-067:second	d000092
multi-hop-067:second	d000093
multi-hop-067:second	d000094
multi-hop-068:first	d000310
multi-hop-068:first	d000311
multi-hop-068:first	d000312
multi-hop-068:first	d000313
multi-hop-068:first	d000314
multi-hop-068:first	d000315
multi-hop-068:first	d000316
multi-hop-068:second	d000095
multi-hop-068:second	d000096
multi-hop-068:second	d000097
multi-hop-068:second	d000098
multi-hop-068:second	d000099
multi-hop-068:second	d000100
multi-hop-068:second	d000101
multi-hop-068:second	d000102
multi-hop-068:second	d000103
multi-hop-069:first	d000317
multi-hop-069:first	d000318
multi-hop-069:first	d000319
multi-hop-069:first	d000320
multi-hop-069:first	d000321
multi-hop-069:second	d000104
multi-hop-069:second	d000105
multi-hop-070:first	d000322
multi-hop-070:first	d000323
multi-hop-070:first	d000324
multi-hop-070:second	d000106
multi-hop-070:second	d000107
multi-hop-070:second	d000108
multi-hop-070:second	d000109
multi-hop-070:second	d000110
multi-hop-071:first	d000325
multi-hop-071:first	d000326
multi-hop-071:first	d000327
multi-hop-071:first	d000328
multi-hop-071:second	d000111
multi-hop-071:second	d000112
multi-hop-071:second	d000113
multi-hop-071:second	d000114
multi-hop-071:second	d000115
multi-hop-071:second	d000116
multi-hop-071:second	d000117
multi-hop-071:second	d000118
multi-hop-071:second	d000119
multi-hop-071:second	d000120
multi-hop-071:second	d000121
multi-hop-072:first	d000329
multi-hop-072:first	d000330
multi-hop-072:first	d000331
multi-hop-072:second	d000122
multi-hop-072:second	d000123
multi-hop-072:second	d000124
multi-hop-073:first	d000332
multi-hop-073:first	d000333
multi-hop-073:first	d000334
multi-hop-073:second	d000125
multi-hop-073:second	d000126
multi-hop-073:second	d000127
multi-hop-074:first	d000335
multi-hop-074:first	d000336
multi-hop-074:first	d000337
multi-hop-074:first	d000338
multi-hop-074:first	d000339
multi-hop-074:first	d000340
multi-hop-074:second	d000128
multi-hop-074:second	d000129
multi-hop-074:second	d000130
multi-hop-074:second	d000131
multi-hop-075:first	d000341
multi-hop-075:first	d000342
multi-hop-075:first	d000343
multi-hop-075:second	d000132
multi-hop-075:second	d000133
multi-hop-075:second	d000134
multi-hop-075:second	d000135
multi-hop-075:second	d000136
multi-hop-076:first	d000344
multi-hop-076:first	d000345
multi-hop-076:first	d000346
multi-hop-076:first	d000347
multi-hop-076:first	d000348
multi-hop-076:first	d000349
multi-hop-076:first	d000350
multi-hop-076:first	d000351
multi-hop-076:first	d000352
multi-hop-076:first	d000353
multi-hop-076:first	d000354
multi-hop-076:first	d000355
multi-hop-076:first	d000356
multi-hop-076:first	d000357
multi-hop-076:first	d000358
multi-hop-076:first	d000359
multi-hop-076:second	d000137
multi-hop-076:second	d000138
multi-hop-077:first	d000360
multi-hop-077:first	d000361
multi-hop-077:first	d000362
multi-hop-077:first	d000363
multi-hop-077:first	d000364
multi-hop-077:first	d000365
multi-hop-077:first	d000366
multi-hop-077:second	d000139
multi-hop-077:second	d000140
multi-hop-077:second	d000141
multi-hop-077:second	d000142
multi-hop-077:second	d000143
multi-hop-077:second	d000144
multi-hop-077:second	d000145
multi-hop-077:second	d000146
multi-hop-077:second	d000147
multi-hop-077:second	d000148
multi-hop-077:second	d000149
multi-hop-078:first	d000367
multi-hop-078:first	d000368
multi-hop-078:first	d000369
multi-hop-078:second	d000150
multi-hop-078:second	d000151
multi-hop-078:second	d000152
multi-hop-079:first	d000370
multi-hop-079:first	d000371
multi-hop-079:second	d000153
multi-hop-079:second	d000154
multi-hop-079:second	d000155
multi-hop-079:second	d000156
multi-hop-080:first	d000372
multi-hop-080:first	d000373
multi-hop-080:second	d000157
multi-hop-080:second	d000158
multi-hop-080:second	d000159
multi-hop-080:second	d000160
multi-hop-080:second	d000161
multi-hop-080:second	d000162
multi-hop-080:second	d000163
multi-hop-081:first	d000374
multi-hop-081:second	d000164
multi-hop-081:second	d000165
multi-hop-081:second	d000166
multi-hop-081:second	d000167
multi-hop-081:second	d000168
multi-hop-081:second	d000169
multi-hop-081:second	d000170
multi-hop-081:second	d000171
multi-hop-082:first	d000375
multi-hop-082:first	d000376
multi-hop-082:first	d000377
multi-hop-082:first	d000378
multi-hop-082:first	d000379
multi-hop-082:first	d000380
multi-hop-082:first	d000381
multi-hop-082:first	d000382
multi-hop-082:first	d000383
multi-hop-082:first	d000384
multi-hop-082:second	d000172
multi-hop-082:second	d000173
multi-hop-083:first	d000385
multi-hop-083:second	d000174
multi-hop-083:second	d000175
multi-hop-083:second	d000176
multi-hop-083:second	d000177
multi-hop-083:second	d000178
multi-hop-083:second	d000179
multi-hop-083:second	d000180
multi-hop-084:first	d000386
multi-hop-084:first	d000387
multi-hop-084:first	d000388
multi-hop-084:first	d000389
multi-hop-084:second	d000181
multi-hop-084:second	d000182
multi-hop-085:first	d000390
multi-hop-085:first	d000391
multi-hop-085:first	d000392
multi-hop-085:first	d000393
multi-hop-085:first	d000394
multi-hop-085:first	d000395
multi-hop-085:first	d000396
multi-hop-085:first	d000397
multi-hop-085:first	d000398
multi-hop-085:first	d000399
multi-hop-085:first	d000400
multi-hop-085:first	d000401
multi-hop-085:first	d000402
multi-hop-085:first	d000403
multi-hop-085:first	d000404
multi-hop-085:first	d000405
multi-hop-085:first	d000406
multi-hop-085:first	d000407
multi-hop-085:first	d000408
multi-hop-085:first	d000409
multi-hop-085:first	d000410
multi-hop-085:first	d000411
multi-hop-085:first	d000412
multi-hop-085:second	d000183
multi-hop-085:second	d000184
multi-hop-085:second	d000185
multi-hop-085:second	d000186
multi-hop-086:first	d000413
multi-hop-086:first	d000414
multi-hop-086:first	d000415
multi-hop-086:first	d000416
multi-hop-086:first	d000417
multi-hop-086:second	d000187
multi-hop-087:first	d000418
multi-hop-087:first	d000419
multi-hop-087:first	d000420
multi-hop-087:first	d000421
multi-hop-087:first	d000422
multi-hop-087:first	d000423
multi-hop-087:first	d000424
multi-hop-087:first	d000425
multi-hop-087:first	d000426
multi-hop-087:first	d000427
multi-hop-087:first	d000428
multi-hop-087:first	d000429
multi-hop-087:second	d000188
multi-hop-087:second	d000189
multi-hop-088:first	d000430
multi-hop-088:first	d000431
multi-hop-088:second	d000190
multi-hop-088:second	d000191
multi-hop-089:first	d000432
multi-hop-089:first	d000433
multi-hop-089:first	d000434
multi-hop-089:first	d000435
multi-hop-089:second	d000192
multi-hop-089:second	d000193
multi-hop-089:second	d000194
multi-hop-089:second	d000195
multi-hop-089:second	d000196
multi-hop-089:second	d000197
multi-hop-089:second	d000198
multi-hop-089:second	d000199
multi-hop-089:second	d000200
multi-hop-089:second	d000201
multi-hop-090:first	d000436
multi-hop-090:first	d000437
multi-hop-090:first	d000438
multi-hop-090:second	d000202
multi-hop-091:first	d000439
multi-hop-091:first	d000440
multi-hop-091:first	d000441
multi-hop-091:first	d000442
multi-hop-091:first	d000443
multi-hop-091:first	d000444
multi-hop-091:first	d000445
multi-hop-091:first	d000446
multi-hop-091:first	d000447
multi-hop-091:first	d000448
multi-hop-091:first	d000449
multi-hop-091:first	d000450
multi-hop-091:first	d000451
multi-hop-091:first	d000452
multi-hop-091:first	d000453
multi-hop-091:first	d000454
multi-hop-091:second	d000203
multi-hop-091:second	d000204
multi-hop-091:second	d000205
multi-hop-091:second	d000206
multi-hop-092:first	d000455
multi-hop-092:first	d000456
multi-hop-092:first	d000457
multi-hop-092:second	d000207
multi-hop-092:second	d000208
multi-hop-093:first	d000458
multi-hop-093:first	d000459
multi-hop-093:first	d000460
multi-hop-093:first	d000461
multi-hop-093:first	d000462
multi-hop-093:first	d000463
multi-hop-093:first	d000464
multi-hop-093:first	d000465
multi-hop-093:first	d000466
multi-hop-093:first	d000467
multi-hop-093:first	d000468
multi-hop-093:first	d000469
multi-hop-093:second	d000209
multi-hop-094:first	d000470
multi-hop-094:first	d000471
multi-hop-094:second	d000210
multi-hop-094:second	d000211
multi-hop-094:second	d000212
multi-hop-094:second	d000213
multi-hop-094:second	d000214
multi-hop-095:first	d000472
multi-hop-095:first	d000473
multi-hop-095:second	d000215
multi-hop-095:second	d000216
multi-hop-096:first	d000474
multi-hop-096:first	d000475
multi-hop-096:first	d000476
multi-hop-096:first	d000477
multi-hop-096:first	d000478
multi-hop-096:first	d000479
multi-hop-096:second	d000217
multi-hop-097:first	d000480
multi-hop-097:first	d000481
multi-hop-097:first	d000482
multi-hop-097:first	d000483
multi-hop-097:first	d000484
multi-hop-097:first	d000485
multi-hop-097:first	d000486
multi-hop-097:second	d000218
multi-hop-097:second	d000219
multi-hop-097:second	d000220
multi-hop-098:first	d000487
multi-hop-098:first	d000488
multi-hop-098:first	d000489
multi-hop-098:first	d000490
multi-hop-098:first	d000491
multi-hop-098:second	d000221
multi-hop-098:second	d000222
multi-hop-098:second	d000223
multi-hop-099:first	d000492
multi-hop-099:first	d000493
multi-hop-099:first	d000494
multi-hop-099:second	d000224
multi-hop-100:first	d000495
multi-hop-100:first	d000496
multi-hop-100:first	d000497
multi-hop-100:second	d000225
multi-hop-100:second	d000226
multi-hop-100:second	d000227
multi-hop-100:second	d000228
multi-hop-100:second	d000229
multi-hop-100:second	d000230
multi-hop-100:second	d000231
